user_id;transaction_date;transaction_amount
101482;2024-01-26;243.16
101256;2024-01-05;287.2
100792;2024-01-19;113.6
101495;2024-01-01;480.81
101247;2024-01-23;86.56
101442;2024-01-28;163.04
100938;2024-01-08;141.73
101069;2024-01-25;391.06
101419;2024-01-13;338.95
100700;2024-01-15;128.39
101030;2024-01-24;183.14
101498;2024-01-26;156.45
101436;2024-01-14;261.85
100987;2024-01-29;187.83
101238;2024-01-16;346.0
100671;2024-01-02;121.73
100930;2024-01-10;386.14
101093;2024-01-04;470.48
100701;2024-01-05;469.66
100815;2024-01-08;415.97
100601;2024-01-29;160.86
100926;2024-01-01;38.84
100901;2024-01-24;49.51
101080;2024-01-24;139.48
101366;2024-01-17;138.38
101062;2024-01-21;91.5
101077;2024-01-01;142.9
101369;2024-01-23;490.87
100566;2024-01-09;389.46
101497;2024-01-01;352.04
100687;2024-01-29;371.52
101221;2024-01-29;396.24
100775;2024-01-25;92.88
100727;2024-01-12;222.3
101434;2024-01-11;132.98
100712;2024-01-05;333.81
100811;2024-01-11;495.59
101040;2024-01-10;400.01
100526;2024-01-16;71.21
101392;2024-01-30;399.72
101427;2024-01-12;476.41
100756;2024-01-12;183.47
100974;2024-01-14;353.21
101285;2024-01-10;13.72
101359;2024-01-23;200.96
101329;2024-01-21;139.07
100794;2024-01-26;83.43
101299;2024-01-12;54.26
100971;2024-01-02;365.23
101223;2024-01-04;183.23
100990;2024-01-08;468.84
101274;2024-01-07;378.51
101076;2024-01-25;329.36
100715;2024-01-21;259.75
100718;2024-01-23;459.4
101217;2024-01-29;254.36
100733;2024-01-03;335.97
100864;2024-01-15;96.25
100731;2024-01-17;285.95
101365;2024-01-30;169.83
100634;2024-01-26;318.38
100577;2024-01-21;242.51
101123;2024-01-29;243.56
101486;2024-01-21;203.4
101477;2024-01-17;494.26
101449;2024-01-06;147.29
100579;2024-01-09;205.52
100950;2024-01-20;266.18
101229;2024-01-01;131.83
101001;2024-01-20;110.21
100868;2024-01-22;448.73
100554;2024-01-24;414.33
101476;2024-01-14;290.38
100798;2024-01-01;359.6
100874;2024-01-18;37.8
100539;2024-01-04;121.68
101130;2024-01-28;118.46
101389;2024-01-11;176.17
101120;2024-01-07;110.89
100786;2024-01-20;196.76
101143;2024-01-10;373.04
100859;2024-01-26;54.47
101128;2024-01-02;65.44
100803;2024-01-30;228.16
100522;2024-01-11;333.21
100666;2024-01-26;472.07
100774;2024-01-12;346.22
100589;2024-01-09;228.36
101175;2024-01-04;193.12
101226;2024-01-13;462.02
100502;2024-01-06;259.36
100991;2024-01-26;293.89
100639;2024-01-07;282.68
100582;2024-01-08;250.34
101292;2024-01-13;209.54
100768;2024-01-20;316.93
100537;2024-01-19;157.05
100840;2024-01-28;77.32
100559;2024-01-06;354.3
100585;2024-01-22;197.85
100789;2024-01-16;355.98
100999;2024-01-29;14.38
101074;2024-01-30;213.67
101036;2024-01-03;251.04
100960;2024-01-11;335.4
101484;2024-01-25;85.45
100583;2024-01-29;360.53
101468;2024-01-05;392.95
101261;2024-01-27;255.81
101322;2024-01-17;434.01
101447;2024-01-15;167.96
100565;2024-01-16;10.47
100505;2024-01-08;151.67
100636;2024-01-10;290.39
100682;2024-01-23;200.17
100860;2024-01-10;166.86
101269;2024-01-07;443.51
100767;2024-01-26;272.29
101038;2024-01-25;311.95
101464;2024-01-10;13.33
100892;2024-01-05;384.53
100736;2024-01-22;472.92
101422;2024-01-14;318.01
100894;2024-01-27;95.38
100851;2024-01-30;71.34
101067;2024-01-26;231.83
100649;2024-01-15;242.06
100686;2024-01-08;230.79
101414;2024-01-22;86.07
100853;2024-01-25;245.11
101257;2024-01-03;306.64
101432;2024-01-04;415.09
101047;2024-01-29;375.59
101487;2024-01-01;200.86
101211;2024-01-21;260.98
100630;2024-01-10;131.93
101341;2024-01-23;93.13
100533;2024-01-13;165.41
101210;2024-01-24;131.51
101313;2024-01-07;444.91
100707;2024-01-23;344.0
100560;2024-01-15;186.99
101101;2024-01-14;178.75
101407;2024-01-05;79.92
100590;2024-01-19;321.37
101444;2024-01-06;462.34
100619;2024-01-18;52.02
100986;2024-01-21;480.71
101381;2024-01-24;32.62
100766;2024-01-28;69.53
101362;2024-01-24;418.22
101028;2024-01-28;439.0
101142;2024-01-09;18.39
100562;2024-01-23;141.35
100929;2024-01-14;84.47
101219;2024-01-06;432.01
101499;2024-01-28;451.64
101155;2024-01-26;378.48
100882;2024-01-20;268.64
100837;2024-01-04;423.48
100848;2024-01-07;415.71
101068;2024-01-04;52.04
100885;2024-01-10;286.83
100694;2024-01-23;126.95
101373;2024-01-01;487.27
100720;2024-01-30;367.38
100787;2024-01-12;483.59
100515;2024-01-17;374.91
101264;2024-01-12;362.03
101443;2024-01-24;20.67
100826;2024-01-04;278.34
100821;2024-01-07;255.46
101399;2024-01-20;313.62
101260;2024-01-14;172.82
100889;2024-01-11;254.28
100996;2024-01-01;155.74
100650;2024-01-19;352.96
101335;2024-01-15;188.41
101008;2024-01-23;291.79
100918;2024-01-05;132.69
100845;2024-01-24;471.18
101425;2024-01-23;352.73
100575;2024-01-14;329.25
101113;2024-01-09;176.22
100737;2024-01-21;247.94
100716;2024-01-20;327.04
101160;2024-01-27;370.56
101364;2024-01-23;87.82
100653;2024-01-01;46.71
100886;2024-01-17;74.94
101296;2024-01-18;273.57
100752;2024-01-01;334.07
100548;2024-01-29;112.74
101385;2024-01-11;400.32
101311;2024-01-01;349.69
100761;2024-01-01;394.35
100540;2024-01-10;375.0
101259;2024-01-05;162.65
100695;2024-01-09;321.21
100909;2024-01-17;217.56
100618;2024-01-30;134.65
101445;2024-01-14;278.87
101270;2024-01-20;271.97
100568;2024-01-16;26.94
100656;2024-01-13;331.97
101195;2024-01-07;370.88
100967;2024-01-14;304.52
101017;2024-01-29;34.98
100681;2024-01-14;487.95
101172;2024-01-20;350.23
100959;2024-01-28;489.79
100740;2024-01-16;479.29
101205;2024-01-22;163.96
100951;2024-01-26;488.15
101203;2024-01-30;159.28
100611;2024-01-01;38.68
100751;2024-01-07;170.69
101224;2024-01-21;119.72
101045;2024-01-21;459.36
101003;2024-01-23;279.9
101096;2024-01-07;181.64
101494;2024-01-23;478.34
101222;2024-01-24;88.66
101209;2024-01-05;492.18
101231;2024-01-26;144.62
100793;2024-01-08;49.6
101023;2024-01-05;315.42
100592;2024-01-19;122.13
101090;2024-01-17;115.58
100884;2024-01-17;208.63
101124;2024-01-22;129.29
100722;2024-01-15;25.63
101312;2024-01-26;17.18
100862;2024-01-19;407.38
101490;2024-01-15;441.49
100880;2024-01-30;76.55
101145;2024-01-25;396.94
101065;2024-01-27;169.03
100773;2024-01-08;17.96
101439;2024-01-16;341.33
101046;2024-01-12;190.96
100785;2024-01-28;310.96
101010;2024-01-05;60.05
101181;2024-01-11;249.5
100604;2024-01-16;77.75
101079;2024-01-02;192.72
101158;2024-01-27;444.3
100532;2024-01-03;168.01
100642;2024-01-19;81.7
100549;2024-01-27;292.96
100992;2024-01-22;351.18
100677;2024-01-11;323.7
101462;2024-01-26;91.75
100596;2024-01-06;279.68
100544;2024-01-14;313.87
101467;2024-01-12;426.98
101235;2024-01-24;35.1
101216;2024-01-27;463.01
101029;2024-01-04;299.03
100835;2024-01-17;494.98
101244;2024-01-26;246.23
100519;2024-01-16;436.05
101363;2024-01-18;81.56
101453;2024-01-19;214.18
101147;2024-01-30;223.82
101112;2024-01-16;394.55
100535;2024-01-23;30.36
101246;2024-01-01;68.44
101276;2024-01-27;339.87
101185;2024-01-09;295.28
101383;2024-01-23;107.4
100838;2024-01-27;478.6
100672;2024-01-17;218.32
101435;2024-01-28;406.91
101360;2024-01-12;70.92
101465;2024-01-16;399.92
101152;2024-01-29;189.33
100891;2024-01-08;43.25
100637;2024-01-09;260.81
100606;2024-01-20;170.97
100750;2024-01-28;423.85
101480;2024-01-01;387.62
101108;2024-01-04;13.75
100543;2024-01-06;352.02
101032;2024-01-10;165.52
101254;2024-01-30;336.81
100732;2024-01-20;359.19
100908;2024-01-06;289.91
101272;2024-01-21;59.44
100954;2024-01-06;376.01
101114;2024-01-05;221.89
100626;2024-01-29;257.6
101025;2024-01-04;253.85
100925;2024-01-07;308.51
101168;2024-01-14;357.5
101301;2024-01-12;351.31
101020;2024-01-02;103.12
100878;2024-01-14;287.46
101315;2024-01-06;492.76
101377;2024-01-26;310.49
100927;2024-01-01;349.32
101302;2024-01-24;151.73
100915;2024-01-06;163.97
100644;2024-01-09;272.84
101471;2024-01-07;165.29
101457;2024-01-10;155.7
100895;2024-01-19;67.7
101117;2024-01-21;426.07
101184;2024-01-15;31.07
100976;2024-01-11;228.24
100779;2024-01-19;29.98
100690;2024-01-02;431.17
100616;2024-01-14;115.87
101064;2024-01-29;315.65
101423;2024-01-20;199.3
101316;2024-01-04;498.58
100669;2024-01-01;51.55
100980;2024-01-24;480.33
101031;2024-01-06;350.99
100844;2024-01-12;443.36
101473;2024-01-04;310.56
100887;2024-01-19;477.27
100749;2024-01-15;125.78
100805;2024-01-17;177.06
101081;2024-01-06;473.42
100754;2024-01-26;487.14
101397;2024-01-16;177.19
100597;2024-01-30;480.47
101333;2024-01-30;67.52
101024;2024-01-28;262.77
100506;2024-01-03;398.28
101161;2024-01-24;285.6
101208;2024-01-20;13.04
100728;2024-01-18;183.18
101417;2024-01-14;114.07
101404;2024-01-24;150.72
100847;2024-01-10;69.92
100655;2024-01-11;137.12
100746;2024-01-02;490.34
100795;2024-01-03;454.88
101053;2024-01-24;180.84
100576;2024-01-01;235.6
101351;2024-01-19;439.02
100710;2024-01-23;89.7
101331;2024-01-10;346.81
100714;2024-01-20;74.73
100817;2024-01-07;469.67
100900;2024-01-05;21.5
101454;2024-01-17;340.41
100914;2024-01-01;153.94
101438;2024-01-17;264.18
101164;2024-01-09;178.74
100685;2024-01-03;105.03
101097;2024-01-18;79.62
101401;2024-01-10;251.14
100790;2024-01-02;433.75
101483;2024-01-04;55.42
101290;2024-01-04;104.32
100948;2024-01-30;97.88
101395;2024-01-24;51.45
100610;2024-01-21;359.06
100935;2024-01-17;353.84
101118;2024-01-27;168.74
101166;2024-01-22;166.71
101179;2024-01-29;192.69
101306;2024-01-23;283.98
100816;2024-01-08;476.53
101314;2024-01-03;174.3
101460;2024-01-25;309.15
101237;2024-01-03;208.54
100832;2024-01-26;227.04
101324;2024-01-17;441.52
100662;2024-01-27;107.19
101191;2024-01-23;216.65
101384;2024-01-30;479.05
101279;2024-01-01;372.9
101193;2024-01-19;268.97
100800;2024-01-14;115.59
101149;2024-01-15;420.39
100829;2024-01-21;297.46
101284;2024-01-28;311.35
100580;2024-01-23;407.36
101450;2024-01-20;429.28
100680;2024-01-14;358.46
100776;2024-01-30;276.84
101297;2024-01-12;27.16
100861;2024-01-23;259.22
101103;2024-01-12;89.27
100741;2024-01-12;148.8
100659;2024-01-17;265.05
101380;2024-01-19;45.58
100679;2024-01-12;402.37
100825;2024-01-04;190.74
101455;2024-01-19;412.29
101198;2024-01-17;164.14
101303;2024-01-05;196.37
101094;2024-01-02;181.68
101048;2024-01-19;108.59
100624;2024-01-19;123.08
101037;2024-01-08;366.76
100612;2024-01-03;106.35
100501;2024-01-24;334.66
101266;2024-01-27;252.53
101207;2024-01-02;53.48
100658;2024-01-20;23.22
100809;2024-01-10;344.9
100587;2024-01-22;203.13
100994;2024-01-08;186.42
100953;2024-01-04;249.09
100985;2024-01-12;289.51
100782;2024-01-27;285.07
100500;2024-01-11;300.4
100923;2024-01-11;490.51
100933;2024-01-11;295.8
101016;2024-01-04;51.54
100699;2024-01-06;199.13
100525;2024-01-17;199.2
101496;2024-01-30;38.95
100866;2024-01-09;234.17
101035;2024-01-14;86.13
100614;2024-01-16;301.7
100504;2024-01-15;358.73
100673;2024-01-26;282.95
100957;2024-01-26;226.12
100670;2024-01-09;412.91
101466;2024-01-27;375.23
101098;2024-01-07;401.24
101340;2024-01-24;277.91
100660;2024-01-22;315.14
100823;2024-01-08;49.66
101192;2024-01-12;110.66
101267;2024-01-19;195.53
101007;2024-01-30;321.37
101218;2024-01-11;260.84
101415;2024-01-26;370.82
100603;2024-01-30;214.04
100983;2024-01-16;203.23
101420;2024-01-27;206.66
100772;2024-01-11;487.37
100622;2024-01-08;272.6
100955;2024-01-10;96.79
100556;2024-01-14;356.53
101374;2024-01-18;116.03
100865;2024-01-15;489.19
100552;2024-01-01;463.68
101275;2024-01-21;200.9
101472;2024-01-19;478.52
100529;2024-01-05;161.27
100508;2024-01-14;466.55
100846;2024-01-22;460.55
101342;2024-01-26;15.96
101182;2024-01-03;420.12
101212;2024-01-29;347.43
100818;2024-01-13;61.17
101248;2024-01-26;25.03
100852;2024-01-01;447.0
101352;2024-01-04;159.57
101105;2024-01-19;307.05
100735;2024-01-25;461.45
101307;2024-01-25;415.73
101021;2024-01-19;270.74
100920;2024-01-20;188.47
100843;2024-01-29;312.73
101131;2024-01-06;328.49
101188;2024-01-12;77.52
100531;2024-01-05;356.38
101146;2024-01-23;398.28
100668;2024-01-06;402.51
101391;2024-01-14;213.91
100621;2024-01-04;161.77
100899;2024-01-15;315.46
101251;2024-01-17;16.1
101204;2024-01-06;92.08
100509;2024-01-28;23.4
100997;2024-01-26;107.1
101043;2024-01-15;265.84
101355;2024-01-13;460.9
100898;2024-01-03;247.25
100770;2024-01-09;146.83
101396;2024-01-30;431.5
101339;2024-01-14;54.37
101440;2024-01-22;288.23
100581;2024-01-05;154.52
100942;2024-01-08;152.33
101424;2024-01-30;315.34
100684;2024-01-28;118.18
101071;2024-01-28;359.47
101268;2024-01-25;322.58
101452;2024-01-20;103.21
100804;2024-01-15;315.89
101059;2024-01-04;154.02
100857;2024-01-14;300.19
101189;2024-01-28;62.11
101027;2024-01-18;340.94
100797;2024-01-16;322.44
100516;2024-01-05;387.2
100550;2024-01-26;16.16
101089;2024-01-07;18.36
100702;2024-01-04;314.42
100729;2024-01-16;26.55
100625;2024-01-16;441.38
100769;2024-01-11;337.44
101215;2024-01-03;67.61
101441;2024-01-04;48.94
100965;2024-01-26;195.96
100893;2024-01-10;294.7
101386;2024-01-10;84.31
101099;2024-01-01;216.04
100944;2024-01-28;365.78
101488;2024-01-03;90.23
100594;2024-01-10;111.17
100943;2024-01-11;397.09
100836;2024-01-16;14.84
100691;2024-01-23;343.79
101072;2024-01-21;190.01
100913;2024-01-20;327.11
101388;2024-01-17;335.53
101253;2024-01-11;208.52
100755;2024-01-23;423.07
100711;2024-01-28;436.54
100936;2024-01-12;109.65
101085;2024-01-02;93.27
100705;2024-01-17;316.45
100595;2024-01-21;94.77
101153;2024-01-09;198.42
100962;2024-01-04;168.95
101140;2024-01-13;33.44
100511;2024-01-29;391.03
101183;2024-01-04;257.68
101104;2024-01-02;344.61
101258;2024-01-28;461.3
101309;2024-01-12;273.4
100921;2024-01-17;162.98
100646;2024-01-25;496.48
100545;2024-01-28;88.25
101406;2024-01-13;353.75
101431;2024-01-18;126.86
100890;2024-01-20;478.14
100558;2024-01-05;171.25
100979;2024-01-30;178.6
100689;2024-01-08;375.42
101240;2024-01-12;313.3
100739;2024-01-05;60.62
100993;2024-01-07;336.37
100961;2024-01-29;496.07
101347;2024-01-11;283.34
100871;2024-01-09;139.75
100643;2024-01-23;34.83
101051;2024-01-01;332.51
101308;2024-01-03;149.06
100593;2024-01-09;60.16
101263;2024-01-28;129.23
100688;2024-01-24;477.95
100734;2024-01-03;306.79
100912;2024-01-09;82.64
100524;2024-01-08;408.32
101111;2024-01-06;173.03
100947;2024-01-16;109.51
100863;2024-01-01;295.17
101088;2024-01-29;346.01
100778;2024-01-20;243.45
101049;2024-01-23;110.41
100578;2024-01-25;139.69
101310;2024-01-13;358.13
101354;2024-01-07;313.66
101413;2024-01-02;162.74
100968;2024-01-14;290.68
101227;2024-01-10;13.02
101126;2024-01-18;386.36
100765;2024-01-29;26.01
101115;2024-01-09;329.59
101485;2024-01-27;481.78
100830;2024-01-19;142.43
100781;2024-01-19;184.36
101489;2024-01-06;490.05
101073;2024-01-08;40.82
100665;2024-01-11;87.51
100801;2024-01-25;394.91
101060;2024-01-12;36.56
101171;2024-01-21;226.85
101255;2024-01-28;101.19
101177;2024-01-30;48.41
100881;2024-01-17;26.36
100932;2024-01-24;257.3
101338;2024-01-17;75.92
100814;2024-01-12;411.24
101300;2024-01-02;139.22
100708;2024-01-07;154.22
101137;2024-01-08;53.58
101475;2024-01-29;23.94
100796;2024-01-11;328.3
100551;2024-01-21;376.03
100941;2024-01-07;351.49
100784;2024-01-24;194.24
100573;2024-01-06;66.23
101201;2024-01-13;237.21
101245;2024-01-27;381.15
100876;2024-01-27;185.01
100831;2024-01-16;489.71
101294;2024-01-26;209.76
101481;2024-01-09;317.25
101357;2024-01-27;49.59
100602;2024-01-21;119.86
101349;2024-01-04;276.96
100599;2024-01-10;389.32
100808;2024-01-06;184.66
100924;2024-01-17;70.38
